idx,inA,freqA.R,freqA.I,outA,freqB.R,freqB.I,outB,freqC.R,freqC.I,outC,freqD.R,freqD.I,outD,diffB,diffC,diffD
0,0.54881350,519.84018839,499.32692241,0.54881350,514.79213849,0.00000000,0.54881350,514.79213849,0.00000000,0.54881350,514.79213849,0.00000000,0.54881350,5.04804990,5.04804990,5.04804990,
1,0.59284462,9.08894647,-9.27801174,0.59284462,3.13186484,-4.21301145,0.59284462,3.13186484,-4.21301145,0.51062890,3.13186484,-4.21301145,0.51062890,5.95708163,5.95708163,5.95708163,
2,0.71518937,-20.30091866,18.15797223,0.71518937,5.13547952,2.72424246,0.71518937,5.13547952,2.72424246,0.34847599,5.13547952,2.72424246,0.34847599,-25.43639818,-25.43639818,-25.43639818,
3,0.84426574,-4.54539177,-51.47017780,0.84426574,-0.28427601,3.89228464,0.84426574,-0.28427601,3.89228464,0.51245166,-0.28427601,3.89228464,0.51245166,-4.26111575,-4.26111575,-4.26111575,
4,0.60276337,32.08708295,-30.56068248,0.60276337,5.99824971,0.31295329,0.60276337,5.99824971,0.31295329,0.10462789,5.99824971,0.31295329,0.10462789,26.08883324,26.08883324,26.08883324,
5,0.85794562,-27.74063437,15.98381542,0.85794562,1.27812256,1.29591627,0.85794562,1.27812256,1.29591627,0.88923333,1.27812256,1.29591627,0.88923333,-29.01875693,-29.01875693,-29.01875693,
6,0.54488318,-16.45925801,23.91218157,0.54488318,-5.62703185,-18.08059510,0.54488318,-5.62703185,-18.08059510,0.44613551,-5.62703185,-18.08059510,0.44613551,-10.83222616,-10.83222616,-10.83222616,
7,0.84725174,26.87496804,-6.47324237,0.84725174,9.49754541,-0.39409049,0.84725174,9.49754541,-0.39409049,0.32993565,9.49754541,-0.39409049,0.32993565,17.37742262,17.37742262,17.37742262,
8,0.42365480,-9.73735579,15.16630166,0.42365480,3.96895000,-0.59136762,0.42365480,3.96895000,-0.59136762,0.25364252,3.96895000,-0.59136762,0.25364252,-13.70630579,-13.70630579,-13.70630579,
9,0.62356370,0.29492257,3.25581307,0.62356370,6.29597631,9.28515034,0.62356370,6.29597631,9.28515034,0.90148299,6.29597631,9.28515034,0.90148299,-6.00105375,-6.00105375,-6.00105375,
10,0.64589412,-5.65752123,13.12009459,0.64589412,-11.50173448,-10.54860027,0.64589412,-11.50173448,-10.54860027,0.04869029,-11.50173448,-10.54860027,0.04869029,5.84421325,5.84421325,5.84421325,
11,0.38438171,1.18401904,-9.05306318,0.38438171,0.00090629,-8.01658668,0.38438171,0.00090629,-8.01658668,0.16857641,0.00090629,-8.01658668,0.16857641,1.18311275,1.18311275,1.18311275,
12,0.43758721,7.76251170,6.44605526,0.43758721,-3.64051984,-2.72470962,0.43758721,-3.64051984,-2.72470962,0.86231855,-3.64051984,-2.72470962,0.86231855,11.40303154,11.40303154,11.40303154,
