idx,inA,freqA.R,freqA.I,outA,freqB.R,freqB.I,outB,freqC.R,freqC.I,outC,freqD.R,freqD.I,outD,diffB,diffC,diffD
0,0.54881350,36.14490912,0.00000000,0.54881350,36.14490912,0.00000000,0.54881350,36.14490912,0.00000000,0.54881350,36.14490912,0.00000000,0.54881350,0.00000000,0.00000000,0.00000000,
1,0.59284462,-0.02832112,0.64952756,0.59284462,-0.02832112,0.64952756,0.59284462,-0.02832112,0.64952756,0.73691818,-0.02832112,0.64952756,0.73691818,0.00000000,0.00000000,-0.00000000,
2,0.71518937,-0.09524156,-2.68336112,0.71518937,-0.09524156,-2.68336112,0.71518937,-0.09524156,-2.68336112,0.77423369,-0.09524156,-2.68336112,0.77423369,-0.00000000,0.00000000,0.00000000,
3,0.84426574,2.52217514,-0.52166741,0.84426574,2.52217514,-0.52166741,0.84426574,2.52217514,-0.52166741,0.18633234,2.52217514,-0.52166741,0.18633234,0.00000000,0.00000000,0.00000000,
4,0.60276337,-1.92884587,-2.90540717,0.60276337,-1.92884587,-2.90540717,0.60276337,-1.92884587,-2.90540717,0.26455561,-1.92884587,-2.90540717,0.26455561,0.00000000,0.00000000,-0.00000000,
5,0.85794562,1.32833801,-0.43746823,0.85794562,1.32833801,-0.43746823,0.85794562,1.32833801,-0.43746823,0.47360042,1.32833801,-0.43746823,0.47360042,0.00000000,0.00000000,-0.00000000,
6,0.54488318,0.32664586,-1.26630739,0.54488318,0.32664586,-1.26630739,0.54488318,0.32664586,-1.26630739,0.41466194,0.32664586,-1.26630739,0.41466194,0.00000000,0.00000000,-0.00000000,
7,0.84725174,1.21467636,1.18776125,0.84725174,1.21467636,1.18776125,0.84725174,1.21467636,1.18776125,0.10590761,1.21467636,1.18776125,0.10590761,0.00000000,0.00000000,-0.00000000,
8,0.42365480,0.29634012,-0.03344088,0.42365480,0.29634012,-0.03344088,0.42365480,0.29634012,-0.03344088,0.52184833,0.29634012,-0.03344088,0.52184833,0.00000000,0.00000000,-0.00000000,
9,0.62356370,0.36004808,2.59509913,0.62356370,0.36004808,2.59509913,0.62356370,0.36004808,2.59509913,0.75861562,0.36004808,2.59509913,0.75861562,-0.00000000,-0.00000000,0.00000000,
10,0.64589412,-0.71082654,-1.51504159,0.64589412,-0.71082654,-1.51504159,0.64589412,-0.71082654,-1.51504159,0.94466892,-0.71082654,-1.51504159,0.94466892,0.00000000,0.00000000,-0.00000000,
11,0.38438171,-1.42457377,0.94076623,0.38438171,-1.42457377,0.94076623,0.38438171,-1.42457377,0.94076623,0.53737323,-1.42457377,0.94076623,0.53737323,0.00000000,0.00000000,-0.00000000,
12,0.43758721,-0.03009075,0.40412228,0.43758721,-0.03009075,0.40412228,0.43758721,-0.03009075,0.40412228,0.14335329,-0.03009075,0.40412228,0.14335329,0.00000000,0.00000000,0.00000000,
